source ID,source name,source type,mapping type,target ID,target name,target type,mapping description
S0331,Agent Tesla,software,uses,T1566.001,Spearphishing Attachment,technique,The primary delivered mechaism for [Agent Tesla](https://attack.mitre.org/software/S0331) is through email phishing messages.(Citation: Bitdefender Agent Tesla April 2020) 
S0331,Agent Tesla,software,uses,T1082,System Information Discovery,technique,"[Agent Tesla](https://attack.mitre.org/software/S0331) can collect the system's computer name and also has the capability to collect information on the processor, memory, OS, and video card from the system.(Citation: Fortinet Agent Tesla April 2018)(Citation: Fortinet Agent Tesla June 2017)(Citation: Malwarebytes Agent Tesla April 2020)"
S0331,Agent Tesla,software,uses,T1016,System Network Configuration Discovery,technique,[Agent Tesla](https://attack.mitre.org/software/S0331) can collect the IP address of the victim machine and spawn instances of netsh.exe to enumerate wireless settings.(Citation: DigiTrust Agent Tesla Jan 2017)(Citation: SentinelLabs Agent Tesla Aug 2020) 
S0331,Agent Tesla,software,uses,T1033,System Owner/User Discovery,technique,[Agent Tesla](https://attack.mitre.org/software/S0331) can collect the username from the victim’s machine.(Citation: DigiTrust Agent Tesla Jan 2017)(Citation: Fortinet Agent Tesla April 2018)(Citation: Malwarebytes Agent Tesla April 2020)
S0331,Agent Tesla,software,uses,T1124,System Time Discovery,technique,[Agent Tesla](https://attack.mitre.org/software/S0331) can collect the timestamp from the victim’s machine.(Citation: DigiTrust Agent Tesla Jan 2017)
S0331,Agent Tesla,software,uses,T1125,Video Capture,technique,[Agent Tesla](https://attack.mitre.org/software/S0331) can access the victim’s webcam and record video.(Citation: DigiTrust Agent Tesla Jan 2017)(Citation: Talos Agent Tesla Oct 2018)
S0331,Agent Tesla,software,uses,T1497,Virtualization/Sandbox Evasion,technique, [Agent Tesla](https://attack.mitre.org/software/S0331) has he ability to perform anti-sandboxing and anti-virtualization checks.(Citation: Malwarebytes Agent Tesla April 2020)
S0331,Agent Tesla,software,uses,T1071.001,Web Protocols,technique,[Agent Tesla](https://attack.mitre.org/software/S0331) has used HTTP for C2 communications.(Citation: DigiTrust Agent Tesla Jan 2017)(Citation: Fortinet Agent Tesla June 2017)
S0331,Agent Tesla,software,uses,T1047,Windows Management Instrumentation,technique,[Agent Tesla](https://attack.mitre.org/software/S0331) has used wmi queries to gather information from the system.(Citation: Bitdefender Agent Tesla April 2020) 
S0092,Agent.btz,software,uses,T1560.003,Archive via Custom Method,technique,[Agent.btz](https://attack.mitre.org/software/S0092) saves system information into an XML file that is then XOR-encoded.(Citation: ThreatExpert Agent.btz)
S0092,Agent.btz,software,uses,T1052.001,Exfiltration over USB,technique,[Agent.btz](https://attack.mitre.org/software/S0092) creates a file named thumb.dd on all USB flash drives connected to the victim. This file contains information about the infected system and activity logs.(Citation: Securelist Agent.btz)
S0092,Agent.btz,software,uses,T1105,Ingress Tool Transfer,technique,[Agent.btz](https://attack.mitre.org/software/S0092) attempts to download an encrypted binary from a specified domain.(Citation: ThreatExpert Agent.btz)
S0092,Agent.btz,software,uses,T1091,Replication Through Removable Media,technique,"[Agent.btz](https://attack.mitre.org/software/S0092) drops itself onto removable media devices and creates an autorun.inf file with an instruction to run that file. When the device is inserted into another system, it opens autorun.inf and loads the malware.(Citation: ThreatExpert Agent.btz)"
S0092,Agent.btz,software,uses,T1016,System Network Configuration Discovery,technique,"[Agent.btz](https://attack.mitre.org/software/S0092) collects the network adapter’s IP and MAC address as well as IP addresses of the network adapter’s default gateway, primary/secondary WINS, DHCP, and DNS servers, and saves them into a log file.(Citation: ThreatExpert Agent.btz)"
S0092,Agent.btz,software,uses,T1033,System Owner/User Discovery,technique,[Agent.btz](https://attack.mitre.org/software/S0092) obtains the victim username and saves it to a file.(Citation: ThreatExpert Agent.btz)
S1025,Amadey,software,uses,T1005,Data from Local System,technique,[Amadey](https://attack.mitre.org/software/S1025) can collect information from a compromised host.(Citation: BlackBerry Amadey 2020)
S1025,Amadey,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,[Amadey](https://attack.mitre.org/software/S1025) has decoded antivirus name strings.(Citation: Korean FSI TA505 2020)
S1025,Amadey,software,uses,T1041,Exfiltration Over C2 Channel,technique,[Amadey](https://attack.mitre.org/software/S1025) has sent victim data to its C2 servers.(Citation: BlackBerry Amadey 2020)
S1025,Amadey,software,uses,T1568.001,Fast Flux DNS,technique,[Amadey](https://attack.mitre.org/software/S1025) has used fast flux DNS for its C2.(Citation: Korean FSI TA505 2020)
S1025,Amadey,software,uses,T1083,File and Directory Discovery,technique,[Amadey](https://attack.mitre.org/software/S1025) has searched for folders associated with antivirus software.(Citation: Korean FSI TA505 2020)
S1025,Amadey,software,uses,T1105,Ingress Tool Transfer,technique,[Amadey](https://attack.mitre.org/software/S1025) can download and execute files to further infect a host machine with additional malware.(Citation: BlackBerry Amadey 2020)
S1025,Amadey,software,uses,T1553.005,Mark-of-the-Web Bypass,technique,[Amadey](https://attack.mitre.org/software/S1025) has modified the `:Zone.Identifier` in the ADS area to zero.(Citation: Korean FSI TA505 2020)
S1025,Amadey,software,uses,T1112,Modify Registry,technique,[Amadey](https://attack.mitre.org/software/S1025) has overwritten registry keys for persistence.(Citation: BlackBerry Amadey 2020)
S1025,Amadey,software,uses,T1106,Native API,technique,"[Amadey](https://attack.mitre.org/software/S1025) has used a variety of Windows API calls, including `GetComputerNameA`, `GetUserNameA`, and `CreateProcessA`.(Citation: BlackBerry Amadey 2020)"
S1025,Amadey,software,uses,T1027,Obfuscated Files or Information,technique,"[Amadey](https://attack.mitre.org/software/S1025) has obfuscated strings such as antivirus vendor names, domains, files, and others.(Citation: BlackBerry Amadey 2020)"
S1025,Amadey,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[Amadey](https://attack.mitre.org/software/S1025) has changed the Startup folder to the one containing its executable by overwriting the registry keys.(Citation: Korean FSI TA505 2020)(Citation: BlackBerry Amadey 2020)
S1025,Amadey,software,uses,T1518.001,Security Software Discovery,technique,[Amadey](https://attack.mitre.org/software/S1025) has checked for a variety of antivirus products.(Citation: Korean FSI TA505 2020)(Citation: BlackBerry Amadey 2020)
S1025,Amadey,software,uses,T1082,System Information Discovery,technique,[Amadey](https://attack.mitre.org/software/S1025) has collected the computer name and OS version from a compromised machine.(Citation: Korean FSI TA505 2020)(Citation: BlackBerry Amadey 2020)
S1025,Amadey,software,uses,T1614,System Location Discovery,technique,[Amadey](https://attack.mitre.org/software/S1025) does not run any tasks or install additional malware if the victim machine is based in Russia.(Citation: BlackBerry Amadey 2020)
S1025,Amadey,software,uses,T1016,System Network Configuration Discovery,technique,[Amadey](https://attack.mitre.org/software/S1025) can identify the IP address of a victim machine.(Citation: BlackBerry Amadey 2020)
S1025,Amadey,software,uses,T1033,System Owner/User Discovery,technique,[Amadey](https://attack.mitre.org/software/S1025) has collected the user name from a compromised host using `GetUserNameA`.(Citation: BlackBerry Amadey 2020)
S1025,Amadey,software,uses,T1071.001,Web Protocols,technique,[Amadey](https://attack.mitre.org/software/S1025) has used HTTP for C2 communications.(Citation: BlackBerry Amadey 2020)
S0504,Anchor,software,uses,T1553.002,Code Signing,technique,[Anchor](https://attack.mitre.org/software/S0504) has been signed with valid certificates to evade detection by security tools.(Citation: Cyberreason Anchor December 2019)
S0504,Anchor,software,uses,T1053.003,Cron,technique,[Anchor](https://attack.mitre.org/software/S0504) can install itself as a cron job.(Citation: Medium Anchor DNS July 2020)
S0504,Anchor,software,uses,T1071.004,DNS,technique,Variants of [Anchor](https://attack.mitre.org/software/S0504) can use DNS tunneling to communicate with C2.(Citation: Cyberreason Anchor December 2019)(Citation: Medium Anchor DNS July 2020)
S0504,Anchor,software,uses,T1480,Execution Guardrails,technique,[Anchor](https://attack.mitre.org/software/S0504) can terminate itself if specific execution flags are not present.(Citation: Cyberreason Anchor December 2019)
S0504,Anchor,software,uses,T1008,Fallback Channels,technique,[Anchor](https://attack.mitre.org/software/S0504) can use secondary C2 servers for communication after establishing connectivity and relaying victim information to primary C2 servers.(Citation: Cyberreason Anchor December 2019)
S0504,Anchor,software,uses,T1070.004,File Deletion,technique,[Anchor](https://attack.mitre.org/software/S0504) can self delete its dropper after the malware is successfully deployed.(Citation: Cyberreason Anchor December 2019)
S0504,Anchor,software,uses,T1105,Ingress Tool Transfer,technique,[Anchor](https://attack.mitre.org/software/S0504) can download additional payloads.(Citation: Cyberreason Anchor December 2019)(Citation: Medium Anchor DNS July 2020)
S0504,Anchor,software,uses,T1564.004,NTFS File Attributes,technique,[Anchor](https://attack.mitre.org/software/S0504) has used NTFS to hide files.(Citation: Cyberreason Anchor December 2019)
S0504,Anchor,software,uses,T1095,Non-Application Layer Protocol,technique,[Anchor](https://attack.mitre.org/software/S0504) has used ICMP in C2 communications.(Citation: Cyberreason Anchor December 2019)
S0504,Anchor,software,uses,T1027,Obfuscated Files or Information,technique,[Anchor](https://attack.mitre.org/software/S0504) has obfuscated code with stack strings and string encryption.(Citation: Cyberreason Anchor December 2019)
S0504,Anchor,software,uses,T1021.002,SMB/Windows Admin Shares,technique,[Anchor](https://attack.mitre.org/software/S0504) can support windows execution via SMB shares.(Citation: Medium Anchor DNS July 2020)
S0504,Anchor,software,uses,T1053.005,Scheduled Task,technique,[Anchor](https://attack.mitre.org/software/S0504) can create a scheduled task for persistence.(Citation: Cyberreason Anchor December 2019)
S0504,Anchor,software,uses,T1569.002,Service Execution,technique,[Anchor](https://attack.mitre.org/software/S0504) can create and execute services to load its payload.(Citation: Cyberreason Anchor December 2019)(Citation: Medium Anchor DNS July 2020)
S0504,Anchor,software,uses,T1027.002,Software Packing,technique,[Anchor](https://attack.mitre.org/software/S0504) has come with a packed payload.(Citation: Cyberreason Anchor December 2019)
S0504,Anchor,software,uses,T1082,System Information Discovery,technique,[Anchor](https://attack.mitre.org/software/S0504) can determine the hostname and linux version on a compromised host.(Citation: Medium Anchor DNS July 2020)
S0504,Anchor,software,uses,T1016,System Network Configuration Discovery,technique,[Anchor](https://attack.mitre.org/software/S0504) can determine the public IP and location of a compromised host.(Citation: Medium Anchor DNS July 2020)
S0504,Anchor,software,uses,T1059.004,Unix Shell,technique,[Anchor](https://attack.mitre.org/software/S0504) can execute payloads via shell scripting.(Citation: Medium Anchor DNS July 2020)
S0504,Anchor,software,uses,T1071.001,Web Protocols,technique,[Anchor](https://attack.mitre.org/software/S0504) has used HTTP and HTTPS in C2 communications.(Citation: Cyberreason Anchor December 2019)
S0504,Anchor,software,uses,T1059.003,Windows Command Shell,technique,[Anchor](https://attack.mitre.org/software/S0504) has used cmd.exe to run its self deletion routine.(Citation: Cyberreason Anchor December 2019)
S0504,Anchor,software,uses,T1543.003,Windows Service,technique,[Anchor](https://attack.mitre.org/software/S0504) can establish persistence by creating a service.(Citation: Cyberreason Anchor December 2019)	
S0584,AppleJeus,software,uses,T1548.002,Bypass User Account Control,technique,[AppleJeus](https://attack.mitre.org/software/S0584) has presented the user with a UAC prompt to elevate privileges while installing.(Citation: CISA AppleJeus Feb 2021)
S0584,AppleJeus,software,uses,T1553.002,Code Signing,technique,[AppleJeus](https://attack.mitre.org/software/S0584) has used a valid digital signature from Sectigo to appear legitimate.(Citation: CISA AppleJeus Feb 2021) 
S0584,AppleJeus,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,[AppleJeus](https://attack.mitre.org/software/S0584) has decoded files received from a C2.(Citation: CISA AppleJeus Feb 2021)
S0584,AppleJeus,software,uses,T1041,Exfiltration Over C2 Channel,technique,[AppleJeus](https://attack.mitre.org/software/S0584) has exfiltrated collected host information to a C2 server.(Citation: CISA AppleJeus Feb 2021)
S0584,AppleJeus,software,uses,T1070.004,File Deletion,technique,[AppleJeus](https://attack.mitre.org/software/S0584) has deleted the MSI file after installation.(Citation: CISA AppleJeus Feb 2021)
S0584,AppleJeus,software,uses,T1564.001,Hidden Files and Directories,technique,"[AppleJeus](https://attack.mitre.org/software/S0584) has added a leading <code>.</code> to plist filenames, unlisting them from the Finder app and default Terminal directory listings.(Citation: CISA AppleJeus Feb 2021)"
S0584,AppleJeus,software,uses,T1546.016,Installer Packages,technique,"During [AppleJeus](https://attack.mitre.org/software/S0584)'s installation process, it uses `postinstall` scripts to extract a hidden plist from the application's `/Resources` folder and execute the `plist` file as a [Launch Daemon](https://attack.mitre.org/techniques/T1543/004) with elevated permissions.(Citation: ObjectiveSee AppleJeus 2019)"
S0584,AppleJeus,software,uses,T1543.004,Launch Daemon,technique,[AppleJeus](https://attack.mitre.org/software/S0584) has placed a plist file within the <code>LaunchDaemons</code> folder and launched it manually.(Citation: CISA AppleJeus Feb 2021)(Citation: ObjectiveSee AppleJeus 2019)
S0584,AppleJeus,software,uses,T1569.001,Launchctl,technique,[AppleJeus](https://attack.mitre.org/software/S0584) has loaded a plist file using the <code>launchctl</code> command.(Citation: CISA AppleJeus Feb 2021)
S0584,AppleJeus,software,uses,T1204.002,Malicious File,technique,[AppleJeus](https://attack.mitre.org/software/S0584) has required user execution of a malicious MSI installer.(Citation: CISA AppleJeus Feb 2021)
S0584,AppleJeus,software,uses,T1204.001,Malicious Link,technique,[AppleJeus](https://attack.mitre.org/software/S0584)'s spearphishing links required user interaction to navigate to the malicious website.(Citation: CISA AppleJeus Feb 2021)
S0584,AppleJeus,software,uses,T1218.007,Msiexec,technique,[AppleJeus](https://attack.mitre.org/software/S0584) has been installed via MSI installer.(Citation: CISA AppleJeus Feb 2021)
S0584,AppleJeus,software,uses,T1027,Obfuscated Files or Information,technique,[AppleJeus](https://attack.mitre.org/software/S0584) has XOR-encrypted collected system information prior to sending to a C2. [AppleJeus](https://attack.mitre.org/software/S0584) has also used the open source ADVObfuscation library for its components.(Citation: CISA AppleJeus Feb 2021)
S0584,AppleJeus,software,uses,T1053.005,Scheduled Task,technique,[AppleJeus](https://attack.mitre.org/software/S0584) has created a scheduled SYSTEM task that runs when a user logs in.(Citation: CISA AppleJeus Feb 2021)
S0584,AppleJeus,software,uses,T1566.002,Spearphishing Link,technique,[AppleJeus](https://attack.mitre.org/software/S0584) has been distributed via spearphishing link.(Citation: CISA AppleJeus Feb 2021)
S0584,AppleJeus,software,uses,T1082,System Information Discovery,technique,[AppleJeus](https://attack.mitre.org/software/S0584) has collected the victim host information after infection.(Citation: CISA AppleJeus Feb 2021)
S0584,AppleJeus,software,uses,T1497.003,Time Based Evasion,technique,[AppleJeus](https://attack.mitre.org/software/S0584) has waited a specified time before downloading a second stage payload.(Citation: CISA AppleJeus Feb 2021)
S0584,AppleJeus,software,uses,T1059.004,Unix Shell,technique,[AppleJeus](https://attack.mitre.org/software/S0584) has used shell scripts to execute commands after installation and set persistence mechanisms.(Citation: CISA AppleJeus Feb 2021)(Citation: ObjectiveSee AppleJeus 2019)
S0584,AppleJeus,software,uses,T1071.001,Web Protocols,technique,[AppleJeus](https://attack.mitre.org/software/S0584) has sent data to its C2 server via <code>POST</code> requests.(Citation: CISA AppleJeus Feb 2021)(Citation: ObjectiveSee AppleJeus 2019)
S0584,AppleJeus,software,uses,T1543.003,Windows Service,technique,[AppleJeus](https://attack.mitre.org/software/S0584) can install itself as a service.(Citation: CISA AppleJeus Feb 2021) 
S0622,AppleSeed,software,uses,T1134,Access Token Manipulation,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can gain system level privilege by passing <code>SeDebugPrivilege</code> to the <code>AdjustTokenPrivilege</code> API.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1560,Archive Collected Data,technique,[AppleSeed](https://attack.mitre.org/software/S0622) has compressed collected data before exfiltration.(Citation: KISA Operation Muzabi)
S0622,AppleSeed,software,uses,T1560.001,Archive via Utility,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can zip and encrypt data collected on a target system.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1119,Automated Collection,technique,"[AppleSeed](https://attack.mitre.org/software/S0622) has automatically collected data from USB drives, keystrokes, and screen images before exfiltration.(Citation: KISA Operation Muzabi)"
S0622,AppleSeed,software,uses,T1030,Data Transfer Size Limits,technique,[AppleSeed](https://attack.mitre.org/software/S0622) has divided files if the size is 0x1000000 bytes or more.(Citation: KISA Operation Muzabi)
S0622,AppleSeed,software,uses,T1005,Data from Local System,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can collect data on a compromised host.(Citation: Malwarebytes Kimsuky June 2021)(Citation: KISA Operation Muzabi)
S0622,AppleSeed,software,uses,T1025,Data from Removable Media,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can find and collect data from removable media devices.(Citation: Malwarebytes Kimsuky June 2021)(Citation: KISA Operation Muzabi)
S0622,AppleSeed,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can decode its payload prior to execution.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1041,Exfiltration Over C2 Channel,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can exfiltrate files via the C2 channel.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1567,Exfiltration Over Web Service,technique,[AppleSeed](https://attack.mitre.org/software/S0622) has exfiltrated files using web services.(Citation: KISA Operation Muzabi)
S0622,AppleSeed,software,uses,T1008,Fallback Channels,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can use a second channel for C2 when the primary channel is in upload mode.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1070.004,File Deletion,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can delete files from a compromised host after they are exfiltrated.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1083,File and Directory Discovery,technique,"[AppleSeed](https://attack.mitre.org/software/S0622) has the ability to search for .txt, .ppt, .hwp, .pdf, and .doc files in specified directories.(Citation: Malwarebytes Kimsuky June 2021)"
S0622,AppleSeed,software,uses,T1059.007,JavaScript,technique,[AppleSeed](https://attack.mitre.org/software/S0622) has the ability to use JavaScript to execute PowerShell.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1056.001,Keylogging,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can use <code>GetKeyState</code> and <code>GetKeyboardState</code> to capture keystrokes on the victim’s machine.(Citation: Malwarebytes Kimsuky June 2021)(Citation: KISA Operation Muzabi)
S0622,AppleSeed,software,uses,T1074.001,Local Data Staging,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can stage files in a central location prior to exfiltration.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1204.002,Malicious File,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can achieve execution through users running malicious file attachments distributed via email.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1036,Masquerading,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can disguise JavaScript files as PDFs.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1036.005,Match Legitimate Name or Location,technique,[AppleSeed](https://attack.mitre.org/software/S0622) has the ability to rename its payload to ESTCommon.dll to masquerade as a DLL belonging to ESTsecurity.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1106,Native API,technique,[AppleSeed](https://attack.mitre.org/software/S0622) has the ability to use multiple dynamically resolved API calls.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1027,Obfuscated Files or Information,technique,[AppleSeed](https://attack.mitre.org/software/S0622) has the ability to Base64 encode its payload and custom encrypt API calls.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1059.001,PowerShell,technique,[AppleSeed](https://attack.mitre.org/software/S0622) has the ability to execute its payload via PowerShell.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1057,Process Discovery,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can enumerate the current process on a compromised host.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[AppleSeed](https://attack.mitre.org/software/S0622) has the ability to create the Registry key name <code>EstsoftAutoUpdate</code> at <code>HKCU\Software\Microsoft/Windows\CurrentVersion\RunOnce</code> to establish persistence.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1218.010,Regsvr32,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can call regsvr32.exe for execution.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1113,Screen Capture,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can take screenshots on a compromised host by calling a series of APIs.(Citation: Malwarebytes Kimsuky June 2021)(Citation: KISA Operation Muzabi)
S0622,AppleSeed,software,uses,T1027.002,Software Packing,technique,[AppleSeed](https://attack.mitre.org/software/S0622) has used UPX packers for its payload DLL.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1566.001,Spearphishing Attachment,technique,[AppleSeed](https://attack.mitre.org/software/S0622) has been distributed to victims through malicious e-mail attachments.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1082,System Information Discovery,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can identify the OS version of a targeted system.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1016,System Network Configuration Discovery,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can identify the IP of a targeted system.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1124,System Time Discovery,technique,[AppleSeed](https://attack.mitre.org/software/S0622) can pull a timestamp from the victim's machine.(Citation: Malwarebytes Kimsuky June 2021)
S0622,AppleSeed,software,uses,T1071.001,Web Protocols,technique,[AppleSeed](https://attack.mitre.org/software/S0622) has the ability to communicate with C2 over HTTP.(Citation: Malwarebytes Kimsuky June 2021)(Citation: KISA Operation Muzabi)
S0456,Aria-body,software,uses,T1010,Application Window Discovery,technique,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to identify the titles of running windows on a compromised host.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1560,Archive Collected Data,technique,[Aria-body](https://attack.mitre.org/software/S0456) has used ZIP to compress data gathered on a compromised host.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1134.002,Create Process with Token,technique,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to execute a process using <code>runas</code>.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1025,Data from Removable Media,technique,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to collect data from USB devices.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to decrypt the loader configuration and payload DLL.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1568.002,Domain Generation Algorithms,technique,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to use a DGA for C2 communications.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1055.001,Dynamic-link Library Injection,technique,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to inject itself into another process such as rundll32.exe and dllhost.exe.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1070.004,File Deletion,technique,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to delete files and directories on compromised hosts.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1083,File and Directory Discovery,technique,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to gather metadata from a file and to search for file and directory names.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1105,Ingress Tool Transfer,technique,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to download additional payloads from C2.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1106,Native API,technique,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to launch files using <code>ShellExecute</code>.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1095,Non-Application Layer Protocol,technique,[Aria-body](https://attack.mitre.org/software/S0456) has used TCP in C2 communications.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1027,Obfuscated Files or Information,technique,[Aria-body](https://attack.mitre.org/software/S0456) has used an encrypted configuration file for its loader.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1057,Process Discovery,technique,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to enumerate loaded modules for a process.(Citation: CheckPoint Naikon May 2020).
S0456,Aria-body,software,uses,T1090,Proxy,technique,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to use a reverse SOCKS proxy module.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[Aria-body](https://attack.mitre.org/software/S0456) has established persistence via the Startup folder or Run Registry key.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1113,Screen Capture,technique,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to capture screenshots on compromised hosts.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1082,System Information Discovery,technique,"[Aria-body](https://attack.mitre.org/software/S0456) has the ability to identify the hostname, computer name, Windows version, processor speed, machine GUID, and disk information on a compromised host.(Citation: CheckPoint Naikon May 2020)"
S0456,Aria-body,software,uses,T1016,System Network Configuration Discovery,technique,"[Aria-body](https://attack.mitre.org/software/S0456) has the ability to identify the location, public IP address, and domain name on a compromised host.(Citation: CheckPoint Naikon May 2020)"
S0456,Aria-body,software,uses,T1049,System Network Connections Discovery,technique,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to gather TCP and UDP table status listings.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1033,System Owner/User Discovery,technique,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to identify the username on a compromised host.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1134.001,Token Impersonation/Theft,technique,[Aria-body](https://attack.mitre.org/software/S0456) has the ability to duplicate a token from ntprint.exe.(Citation: CheckPoint Naikon May 2020)
S0456,Aria-body,software,uses,T1071.001,Web Protocols,technique,[Aria-body](https://attack.mitre.org/software/S0456) has used HTTP in C2 communications.(Citation: CheckPoint Naikon May 2020)
S0099,Arp,software,uses,T1018,Remote System Discovery,technique,"[Arp](https://attack.mitre.org/software/S0099) can be used to display a host's ARP cache, which may include address resolutions for remote systems.(Citation: TechNet Arp)(Citation: Palo Alto ARP)"
S0099,Arp,software,uses,T1016,System Network Configuration Discovery,technique,[Arp](https://attack.mitre.org/software/S0099) can be used to display ARP configuration information on the host.(Citation: TechNet Arp)
S0373,Astaroth,software,uses,T1115,Clipboard Data,technique,[Astaroth](https://attack.mitre.org/software/S0373) collects information from the clipboard by using the OpenClipboard() and GetClipboardData() libraries. (Citation: Cybereason Astaroth Feb 2019)
S0373,Astaroth,software,uses,T1218.001,Compiled HTML File,technique,[Astaroth](https://attack.mitre.org/software/S0373) uses ActiveX objects for file execution and manipulation. (Citation: Cofense Astaroth Sept 2018)
S0373,Astaroth,software,uses,T1555,Credentials from Password Stores,technique,[Astaroth](https://attack.mitre.org/software/S0373) uses an external software known as NetPass to recover passwords. (Citation: Cybereason Astaroth Feb 2019)
S0373,Astaroth,software,uses,T1574.001,DLL Search Order Hijacking,technique,[Astaroth](https://attack.mitre.org/software/S0373) can launch itself via DLL Search Order Hijacking.(Citation: Securelist Brazilian Banking Malware July 2020)
S0373,Astaroth,software,uses,T1102.001,Dead Drop Resolver,technique,[Astaroth](https://attack.mitre.org/software/S0373) can store C2 information on cloud hosting services such as AWS and CloudFlare and websites like YouTube and Facebook.(Citation: Securelist Brazilian Banking Malware July 2020)
