ID,name,description,url,created,last modified,version,contributors,platforms,aliases,type,relationship citations
S0216,POORAIM,[POORAIM](https://attack.mitre.org/software/S0216) is a backdoor used by [APT37](https://attack.mitre.org/groups/G0067) in campaigns since at least 2014. (Citation: FireEye APT37 Feb 2018),https://attack.mitre.org/software/S0216,18 April 2018,30 March 2020,1.1,,Windows,,malware,"(Citation: FireEye APT37 Feb 2018),,(Citation: FireEye APT37 Feb 2018)"
S0150,POSHSPY,[POSHSPY](https://attack.mitre.org/software/S0150) is a backdoor that has been used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2015. It appears to be used as a secondary backdoor used if the actors lost access to their primary backdoors. (Citation: FireEye POSHSPY April 2017),https://attack.mitre.org/software/S0150,14 December 2017,30 March 2020,1.2,,Windows,,malware,"(Citation: FireEye POSHSPY April 2017),,(Citation: FireEye POSHSPY April 2017)"
S0145,POWERSOURCE,[POWERSOURCE](https://attack.mitre.org/software/S0145) is a PowerShell backdoor that is a heavily obfuscated and modified version of the publicly available tool DNS_TXT_Pwnage. It was observed in February 2017 in spearphishing campaigns against personnel involved with United States Securities and Exchange Commission (SEC) filings at various organizations. The malware was delivered when macros were enabled by the victim and a VBS script was dropped. (Citation: FireEye FIN7 March 2017) (Citation: Cisco DNSMessenger March 2017),https://attack.mitre.org/software/S0145,31 May 2017,20 July 2022,1.1,,Windows,DNSMessenger,malware,"(Citation: FireEye FIN7 March 2017),,(Citation: Cisco DNSMessenger March 2017),(Citation: FireEye FIN7 March 2017)"
S0223,POWERSTATS,[POWERSTATS](https://attack.mitre.org/software/S0223) is a PowerShell-based first stage backdoor used by [MuddyWater](https://attack.mitre.org/groups/G0069). (Citation: Unit 42 MuddyWater Nov 2017),https://attack.mitre.org/software/S0223,18 April 2018,12 October 2022,2.2,,Windows,Powermud,malware,"(Citation: ClearSky MuddyWater Nov 2018),(Citation: ClearSky MuddyWater June 2019),(Citation: Symantec MuddyWater Dec 2018),(Citation: Unit 42 MuddyWater Nov 2017),(Citation: FireEye MuddyWater Mar 2018),,(Citation: ClearSky MuddyWater Nov 2018),(Citation: DHS CISA AA22-055A MuddyWater February 2022),(Citation: TrendMicro POWERSTATS V3 June 2019),(Citation: Unit 42 MuddyWater Nov 2017),(Citation: FireEye MuddyWater Mar 2018)"
S0371,POWERTON,"[POWERTON](https://attack.mitre.org/software/S0371) is a custom PowerShell backdoor first observed in 2018. It has typically been deployed as a late-stage backdoor by [APT33](https://attack.mitre.org/groups/G0064). At least two variants of the backdoor have been identified, with the later version containing improved functionality.(Citation: FireEye APT33 Guardrail)",https://attack.mitre.org/software/S0371,16 April 2019,25 March 2020,1.1,,Windows,,malware,"(Citation: FireEye APT33 Guardrail),(Citation: Microsoft Holmium June 2020),,(Citation: FireEye APT33 Guardrail)"
S0184,POWRUNER,[POWRUNER](https://attack.mitre.org/software/S0184) is a PowerShell script that sends and receives commands to and from the C2 server. (Citation: FireEye APT34 Dec 2017),https://attack.mitre.org/software/S0184,16 January 2018,06 July 2020,1.1,,Windows,,malware,"(Citation: FireEye APT34 Dec 2017),,(Citation: FireEye APT34 Dec 2017),(Citation: FireEye APT34 Webinar Dec 2017)"
S0613,PS1,[PS1](https://attack.mitre.org/software/S0613) is a loader that was used to deploy 64-bit backdoors in the [CostaRicto](https://attack.mitre.org/groups/G0132) campaign.(Citation: BlackBerry CostaRicto November 2020),https://attack.mitre.org/software/S0613,24 May 2021,05 October 2022,1.1,,Windows,,malware,",(Citation: BlackBerry CostaRicto November 2020),(Citation: BlackBerry CostaRicto November 2020)"
S0196,PUNCHBUGGY,[PUNCHBUGGY](https://attack.mitre.org/software/S0196) is a backdoor malware used by [FIN8](https://attack.mitre.org/groups/G0061) that has been observed targeting POS networks in the hospitality industry. (Citation: Morphisec ShellTea June 2019)(Citation: FireEye Fin8 May 2016) (Citation: FireEye Know Your Enemy FIN8 Aug 2016),https://attack.mitre.org/software/S0196,18 April 2018,09 February 2021,2.1,,Windows,ShellTea,malware,"(Citation: FireEye Fin8 May 2016),,(Citation: Morphisec ShellTea June 2019),(Citation: FireEye Know Your Enemy FIN8 Aug 2016),(Citation: FireEye Fin8 May 2016)"
S0197,PUNCHTRACK,[PUNCHTRACK](https://attack.mitre.org/software/S0197) is non-persistent point of sale (POS) system malware utilized by [FIN8](https://attack.mitre.org/groups/G0061) to scrape payment card data. (Citation: FireEye Fin8 May 2016) (Citation: FireEye Know Your Enemy FIN8 Aug 2016),https://attack.mitre.org/software/S0197,18 April 2018,17 March 2020,1.1,,Windows,PSVC,malware,"(Citation: FireEye Fin8 May 2016),,(Citation: FireEye Know Your Enemy FIN8 Aug 2016),(Citation: FireEye Fin8 May 2016)"
S0664,Pandora,[Pandora](https://attack.mitre.org/software/S0664) is a multistage kernel rootkit with backdoor functionality that has been in use by [Threat Group-3390](https://attack.mitre.org/groups/G0027) since at least 2020.(Citation: Trend Micro Iron Tiger April 2021),https://attack.mitre.org/software/S0664,29 November 2021,15 April 2022,1.0,,Windows,,malware,"(Citation: Trend Micro Iron Tiger April 2021),,(Citation: Trend Micro Iron Tiger April 2021)"
S0208,Pasam,[Pasam](https://attack.mitre.org/software/S0208) is a trojan used by [Elderwood](https://attack.mitre.org/groups/G0066) to open a backdoor on compromised hosts. (Citation: Symantec Elderwood Sept 2012) (Citation: Symantec Pasam May 2012),https://attack.mitre.org/software/S0208,18 April 2018,06 January 2021,1.1,,Windows,,malware,"(Citation: Symantec Elderwood Sept 2012),,(Citation: Symantec Pasam May 2012)"
S0122,Pass-The-Hash Toolkit,"[Pass-The-Hash Toolkit](https://attack.mitre.org/software/S0122) is a toolkit that allows an adversary to ""pass"" a password hash (without knowing the original password) to log in to systems. (Citation: Mandiant APT1)",https://attack.mitre.org/software/S0122,31 May 2017,17 October 2018,1.0,,,,tool,"(Citation: Mandiant APT1),,(Citation: Mandiant APT1)"
S0556,Pay2Key,[Pay2Key](https://attack.mitre.org/software/S0556) is a ransomware written in C++ that has been used by [Fox Kitten](https://attack.mitre.org/groups/G0117) since at least July 2020 including campaigns against Israeli companies. [Pay2Key](https://attack.mitre.org/software/S0556) has been incorporated with a leak site to display stolen sensitive information to further pressure victims into payment.(Citation: ClearkSky Fox Kitten February 2020)(Citation: Check Point Pay2Key November 2020),https://attack.mitre.org/software/S0556,04 January 2021,22 April 2021,1.0,,Windows,,malware,"(Citation: ClearkSky Fox Kitten February 2020),(Citation: Check Point Pay2Key November 2020),,(Citation: ClearkSky Fox Kitten February 2020),(Citation: Check Point Pay2Key November 2020)"
S1050,PcShare,"[PcShare](https://attack.mitre.org/software/S1050) is an open source remote access tool that has been modified and used by Chinese threat actors, most notably during the FunnyDream campaign since late 2018.(Citation: Bitdefender FunnyDream Campaign November 2020)(Citation: GitHub PcShare 2014)",https://attack.mitre.org/software/S1050,13 October 2022,13 October 2022,1.0,,Windows,,tool,",(Citation: Bitdefender FunnyDream Campaign November 2020),(Citation: Bitdefender FunnyDream Campaign November 2020)"
S0683,Peirates,[Peirates](https://attack.mitre.org/software/S0683) is a post-exploitation Kubernetes exploitation framework with a focus on gathering service account tokens for lateral movement and privilege escalation. The tool is written in GoLang and publicly available on GitHub.(Citation: Peirates GitHub),https://attack.mitre.org/software/S0683,08 February 2022,14 April 2022,1.0,,Containers,,tool,"(Citation: TeamTNT Cloud Enumeration),,(Citation: Peirates GitHub)"
S0587,Penquin,[Penquin](https://attack.mitre.org/software/S0587) is a remote access trojan (RAT) with multiple versions used by [Turla](https://attack.mitre.org/groups/G0010) to target Linux systems since at least 2014.(Citation: Kaspersky Turla Penquin December 2014)(Citation: Leonardo Turla Penquin May 2020),https://attack.mitre.org/software/S0587,11 March 2021,20 October 2022,1.1,"Antonio Villani, @LDO_CyberSec, Leonardo's Cyber Security Division; Nino Verde, @LDO_CyberSec, Leonardo's Cyber Security Division; Silvio La Porta, @LDO_CyberSec, Leonardo's Cyber Security Division",Linux,"Penquin 2.0, Penquin_x64",malware,"(Citation: Leonardo Turla Penquin May 2020),,(Citation: Leonardo Turla Penquin May 2020),(Citation: Kaspersky Turla Penquin December 2014)"
S0643,Peppy,"[Peppy](https://attack.mitre.org/software/S0643) is a Python-based remote access Trojan, active since at least 2012, with similarities to [Crimson](https://attack.mitre.org/software/S0115).(Citation: Proofpoint Operation Transparent Tribe March 2016)",https://attack.mitre.org/software/S0643,07 September 2021,15 October 2021,1.0,,Windows,,malware,"(Citation: Unit 42 ProjectM March 2016),,(Citation: Proofpoint Operation Transparent Tribe March 2016)"
S0517,Pillowmint,[Pillowmint](https://attack.mitre.org/software/S0517) is a point-of-sale malware used by [FIN7](https://attack.mitre.org/groups/G0046) designed to capture credit card information.(Citation: Trustwave Pillowmint June 2020),https://attack.mitre.org/software/S0517,27 July 2020,29 July 2022,1.1,,Windows,,malware,"(Citation: Trustwave Pillowmint June 2020),(Citation: CrowdStrike Carbon Spider August 2021),,(Citation: Trustwave Pillowmint June 2020)"
S0048,PinchDuke,[PinchDuke](https://attack.mitre.org/software/S0048) is malware that was used by [APT29](https://attack.mitre.org/groups/G0016) from 2008 to 2010. (Citation: F-Secure The Dukes),https://attack.mitre.org/software/S0048,31 May 2017,30 March 2020,1.1,,Windows,,malware,"(Citation: F-Secure The Dukes),,(Citation: F-Secure The Dukes)"
S0097,Ping,[Ping](https://attack.mitre.org/software/S0097) is an operating system utility commonly used to troubleshoot and verify network connections. (Citation: TechNet Ping),https://attack.mitre.org/software/S0097,31 May 2017,13 October 2022,1.2,,,,tool,"(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: NCC Group APT15 Alive and Strong),(Citation: Alperovitch 2014),(Citation: Group IB APT 41 June 2021),(Citation: Baumgartner Naikon 2015),(Citation: DFIR Ryuk in 5 Hours October 2020),(Citation: Bitdefender Naikon April 2021),(Citation: FireEye APT41 Aug 2019),(Citation: ClearSky Siamesekitten August 2021),(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020),(Citation: DFIR Ryuk's Return October 2020),(Citation: FireEye APT10 April 2017),(Citation: Cybereason Soft Cell June 2019),(Citation: Symantec Shuckworm January 2022),,(Citation: TechNet Ping)"
S1031,PingPull,"[PingPull](https://attack.mitre.org/software/S1031) is a remote access Trojan (RAT) written in Visual C++ that has been used by [GALLIUM](https://attack.mitre.org/groups/G0093) since at least June 2022. [PingPull](https://attack.mitre.org/software/S1031) has been used to target telecommunications companies, financial institutions, and government entities in Afghanistan, Australia, Belgium, Cambodia, Malaysia, Mozambique, the Philippines, Russia, and Vietnam.(Citation: Unit 42 PingPull Jun 2022)",https://attack.mitre.org/software/S1031,09 August 2022,21 October 2022,1.0,"Manikanran Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India; Yoshihiro Kori, NEC Corporation",Windows,,malware,"(Citation: Unit 42 PingPull Jun 2022),,(Citation: Unit 42 PingPull Jun 2022)"
S0501,PipeMon,[PipeMon](https://attack.mitre.org/software/S0501) is a multi-stage modular backdoor used by [Winnti Group](https://attack.mitre.org/groups/G0044).(Citation: ESET PipeMon May 2020),https://attack.mitre.org/software/S0501,24 August 2020,16 October 2020,1.0,"Martin Smolár, ESET; Mathieu Tartare, ESET",Windows,,malware,"(Citation: ESET PipeMon May 2020),,(Citation: ESET PipeMon May 2020)"
S0124,Pisloader,"[Pisloader](https://attack.mitre.org/software/S0124) is a malware family that is notable due to its use of DNS as a C2 protocol as well as its use of anti-analysis tactics. It has been used by [APT18](https://attack.mitre.org/groups/G0026) and is similar to another malware family, [HTTPBrowser](https://attack.mitre.org/software/S0070), that has been used by the group. (Citation: Palo Alto DNS Requests)",https://attack.mitre.org/software/S0124,31 May 2017,30 March 2020,1.1,,Windows,,malware,"(Citation: Palo Alto DNS Requests),,(Citation: Palo Alto DNS Requests)"
S0013,PlugX,[PlugX](https://attack.mitre.org/software/S0013) is a remote access tool (RAT) with modular plugins that has been used by multiple threat groups.(Citation: Lastline PlugX Analysis)(Citation: FireEye Clandestine Fox Part 2)(Citation: New DragonOK)(Citation: Dell TG-3390),https://attack.mitre.org/software/S0013,31 May 2017,15 April 2022,3.0,,Windows,"DestroyRAT, Kaba, Korplug, Sogu, TVT, Thoper",malware,"(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: Crowdstrike MUSTANG PANDA June 2018),(Citation: New DragonOK),(Citation: Malwarebytes Higaisa 2020),(Citation: Nccgroup Emissary Panda May 2018),(Citation: SecureWorks BRONZE UNION June 2017),(Citation: Profero APT27 December 2020),(Citation: DOJ APT10 Dec 2018),(Citation: FireEye APT41 Aug 2019),(Citation: Cybereason Soft Cell June 2019),(Citation: Dell TG-3390),(Citation: Recorded Future REDDELTA July 2020),(Citation: FireEye Clandestine Fox Part 2),(Citation: Novetta-Axiom),(Citation: FireEye APT10 April 2017),(Citation: Avira Mustang Panda January 2020),(Citation: Secureworks BRONZE PRESIDENT December 2019),(Citation: Trend Micro DRBControl February 2020),(Citation: Anomali MUSTANG PANDA October 2019),(Citation: Proofpoint TA459 April 2017),(Citation: Cisco Group 72),(Citation: Kaspersky Winnti April 2013),(Citation: Proofpoint TA416 Europe March 2022),,(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: Dell TG-3390),(Citation: Trend Micro DRBControl February 2020),(Citation: Palo Alto PlugX June 2017),(Citation: Unit42 PlugX June 2017),(Citation: Lastline PlugX Analysis),(Citation: Profero APT27 December 2020),(Citation: Proofpoint ZeroT Feb 2017),(Citation: FireEye Clandestine Fox Part 2),(Citation: CIRCL PlugX March 2013),(Citation: FireEye APT10 April 2017),(Citation: Proofpoint TA416 Europe March 2022),(Citation: Stewart 2014)"
S0428,PoetRAT,"[PoetRAT](https://attack.mitre.org/software/S0428) is a remote access trojan (RAT) that was first identified in April 2020. [PoetRAT](https://attack.mitre.org/software/S0428) has been used in multiple campaigns against the private and public sectors in Azerbaijan, including ICS and SCADA systems in the energy sector. The STIBNITE activity group has been observed using the malware. [PoetRAT](https://attack.mitre.org/software/S0428) derived its name from references in the code to poet William Shakespeare. (Citation: Talos PoetRAT April 2020)(Citation: Talos PoetRAT October 2020)(Citation: Dragos Threat Report 2020)",https://attack.mitre.org/software/S0428,27 April 2020,19 April 2022,2.1,,Windows,,malware,",,(Citation: Dragos Threat Report 2020),(Citation: Talos PoetRAT October 2020),(Citation: Talos PoetRAT April 2020)"
S0012,PoisonIvy,[PoisonIvy](https://attack.mitre.org/software/S0012) is a popular remote access tool (RAT) that has been used by many groups.(Citation: FireEye Poison Ivy)(Citation: Symantec Elderwood Sept 2012)(Citation: Symantec Darkmoon Aug 2005),https://attack.mitre.org/software/S0012,31 May 2017,30 September 2022,2.1,Darren Spruell,Windows,"Breut, Darkmoon, Poison Ivy",malware,"(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: Crowdstrike MUSTANG PANDA June 2018),(Citation: Microsoft GALLIUM December 2019),(Citation: Mandiant APT1),(Citation: DustySky),(Citation: Unit 42 Tropic Trooper Nov 2016),(Citation: Securelist APT Trends Q2 2017),(Citation: Haq 2014),(Citation: DustySky2),(Citation: Symantec Elderwood Sept 2012),(Citation: Cybereason Soft Cell June 2019),(Citation: FireEye Operation Molerats),(Citation: Recorded Future REDDELTA July 2020),(Citation: Novetta-Axiom),(Citation: Cisco Group 72),(Citation: Villeneuve 2014),(Citation: FireEye admin@338),(Citation: Operation Quantum Entanglement),(Citation: District Court of NY APT10 Indictment December 2018),(Citation: Cylance Dust Storm),(Citation: FireEye Poison Ivy),(Citation: paloalto Tropic Trooper 2016),(Citation: Symantec Darkmoon Aug 2005),(Citation: Microsoft PoisonIvy 2017),(Citation: FireEye Regsvr32 Targeting Mongolian Gov)"
S0518,PolyglotDuke,[PolyglotDuke](https://attack.mitre.org/software/S0518) is a downloader that has been used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2013. [PolyglotDuke](https://attack.mitre.org/software/S0518) has been used to drop [MiniDuke](https://attack.mitre.org/software/S0051).(Citation: ESET Dukes October 2019),https://attack.mitre.org/software/S0518,23 September 2020,09 October 2020,1.0,,Windows,,malware,"(Citation: Secureworks IRON HEMLOCK Profile),(Citation: ESET Dukes October 2019),,(Citation: ESET Dukes October 2019)"
S0453,Pony,"[Pony](https://attack.mitre.org/software/S0453) is a credential stealing malware, though has also been used among adversaries for its downloader capabilities. The source code for Pony Loader 1.0 and 2.0 were leaked online, leading to their use by various threat actors.(Citation: Malwarebytes Pony April 2016)",https://attack.mitre.org/software/S0453,21 May 2020,25 June 2020,1.0,"Arie Olshtein, Check Point; Kobi Eisenkraft, Check Point",Windows,,malware,",,(Citation: Malwarebytes Pony April 2016)"
S0378,PoshC2,"[PoshC2](https://attack.mitre.org/software/S0378) is an open source remote administration and post-exploitation framework that is publicly available on GitHub. The server-side components of the tool are primarily written in Python, while the implants are written in [PowerShell](https://attack.mitre.org/techniques/T1059/001). Although [PoshC2](https://attack.mitre.org/software/S0378) is primarily focused on Windows implantation, it does contain a basic Python dropper for Linux/macOS.(Citation: GitHub PoshC2)",https://attack.mitre.org/software/S0378,23 April 2019,03 June 2022,1.3,,"Linux, Windows, macOS",,tool,"(Citation: SecureWorks August 2019),(Citation: FireEye APT33 Guardrail),(Citation: Symantec Elfin Mar 2019),,(Citation: SecureWorks August 2019),(Citation: GitHub PoshC2)"
S1046,PowGoop,[PowGoop](https://attack.mitre.org/software/S1046) is a loader that consists of a DLL loader and a PowerShell-based downloader; it has been used by [MuddyWater](https://attack.mitre.org/groups/G0069) as their main loader.(Citation: DHS CISA AA22-055A MuddyWater February 2022)(Citation: CYBERCOM Iranian Intel Cyber January 2022),https://attack.mitre.org/software/S1046,29 September 2022,17 October 2022,1.0,"Ozer Sarilar, @ozersarilar, STM",Windows,,malware,"(Citation: DHS CISA AA22-055A MuddyWater February 2022),,(Citation: CYBERCOM Iranian Intel Cyber January 2022),(Citation: DHS CISA AA22-055A MuddyWater February 2022)"
S0177,Power Loader,"[Power Loader](https://attack.mitre.org/software/S0177) is modular code sold in the cybercrime market used as a downloader in malware families such as Carberp, Redyms and Gapz. (Citation: MalwareTech Power Loader Aug 2013) (Citation: WeLiveSecurity Gapz and Redyms Mar 2013)",https://attack.mitre.org/software/S0177,16 January 2018,17 October 2018,1.0,,,,malware,",,(Citation: MalwareTech Power Loader Aug 2013),(Citation: WeLiveSecurity Gapz and Redyms Mar 2013)"
S0139,PowerDuke,[PowerDuke](https://attack.mitre.org/software/S0139) is a backdoor that was used by [APT29](https://attack.mitre.org/groups/G0016) in 2016. It has primarily been delivered through Microsoft Word or Excel attachments containing malicious macros. (Citation: Volexity PowerDuke November 2016),https://attack.mitre.org/software/S0139,31 May 2017,30 March 2020,1.2,,Windows,,malware,"(Citation: Volexity PowerDuke November 2016),,(Citation: Volexity PowerDuke November 2016)"
S1012,PowerLess,[PowerLess](https://attack.mitre.org/software/S1012) is a PowerShell-based modular backdoor that has been used by [Magic Hound](https://attack.mitre.org/groups/G0059) since at least 2022.(Citation: Cybereason PowerLess February 2022),https://attack.mitre.org/software/S1012,01 June 2022,02 June 2022,1.0,,Windows,,malware,"(Citation: Cybereason PowerLess February 2022),,(Citation: Cybereason PowerLess February 2022)"
S0685,PowerPunch,[PowerPunch](https://attack.mitre.org/software/S0685) is a lightweight downloader that has been used by [Gamaredon Group](https://attack.mitre.org/groups/G0047) since at least 2021.(Citation: Microsoft Actinium February 2022),https://attack.mitre.org/software/S0685,18 February 2022,15 April 2022,1.0,,Windows,,malware,"(Citation: Microsoft Actinium February 2022),,(Citation: Microsoft Actinium February 2022)"
S0441,PowerShower,[PowerShower](https://attack.mitre.org/software/S0441) is a PowerShell backdoor used by [Inception](https://attack.mitre.org/groups/G0100) for initial reconnaissance and to download and execute second stage payloads.(Citation: Unit 42 Inception November 2018)(Citation: Kaspersky Cloud Atlas August 2019),https://attack.mitre.org/software/S0441,08 May 2020,20 May 2020,1.0,,Windows,,malware,"(Citation: Unit 42 Inception November 2018),,(Citation: Kaspersky Cloud Atlas August 2019),(Citation: Unit 42 Inception November 2018)"
S0194,PowerSploit,"[PowerSploit](https://attack.mitre.org/software/S0194) is an open source, offensive security framework comprised of [PowerShell](https://attack.mitre.org/techniques/T1059/001) modules and scripts that perform a wide range of tasks related to penetration testing such as code execution, persistence, bypassing anti-virus, recon, and exfiltration. (Citation: GitHub PowerSploit May 2012) (Citation: PowerShellMagazine PowerSploit July 2014) (Citation: PowerSploit Documentation)",https://attack.mitre.org/software/S0194,18 April 2018,27 September 2022,1.5,,Windows,,tool,"(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: NCC Group TA505),(Citation: TrendMicro EarthLusca 2022),(Citation: FireEye APT41 Aug 2019),(Citation: FireEye APT33 Guardrail),(Citation: CISA AA21-200A APT40 July 2021),(Citation: Cymmetria Patchwork),(Citation: CrowdStrike Carbon Spider August 2021),(Citation: TrendMicro POWERSTATS V3 June 2019),(Citation: BlackBerry CostaRicto November 2020),(Citation: FoxIT Wocao December 2019),(Citation: Pentestlab Stored Credentials),(Citation: PowerSploit Documentation),(Citation: GitHub PowerSploit May 2012),(Citation: Harmj0y Kerberoast Nov 2016),(Citation: PowerSploit Invoke Kerberoast)"
S0393,PowerStallion,"[PowerStallion](https://attack.mitre.org/software/S0393) is a lightweight [PowerShell](https://attack.mitre.org/techniques/T1059/001) backdoor used by [Turla](https://attack.mitre.org/groups/G0010), possibly as a recovery access tool to install other backdoors.(Citation: ESET Turla PowerShell May 2019)",https://attack.mitre.org/software/S0393,21 June 2019,09 February 2021,1.1,,Windows,,malware,"(Citation: ESET Turla PowerShell May 2019),,(Citation: ESET Turla PowerShell May 2019)"
S0113,Prikormka,[Prikormka](https://attack.mitre.org/software/S0113) is a malware family used in a campaign known as Operation Groundbait. It has predominantly been observed in Ukraine and was used as early as 2008. (Citation: ESET Operation Groundbait),https://attack.mitre.org/software/S0113,31 May 2017,19 April 2022,1.3,,Windows,,malware,",,(Citation: ESET Operation Groundbait)"
S0654,ProLock,"[ProLock](https://attack.mitre.org/software/S0654) is a ransomware strain that has been used in Big Game Hunting (BGH) operations since at least 2020, often obtaining initial access with [QakBot](https://attack.mitre.org/software/S0650). [ProLock](https://attack.mitre.org/software/S0654) is the successor to PwndLocker ransomware which was found to contain a bug allowing decryption without ransom payment in 2019.(Citation: Group IB Ransomware September 2020)",https://attack.mitre.org/software/S0654,30 September 2021,15 October 2021,1.0,,Windows,,malware,",,(Citation: Group IB Ransomware September 2020)"
S0279,Proton,[Proton](https://attack.mitre.org/software/S0279) is a macOS backdoor focusing on data theft and credential access  (Citation: objsee mac malware 2017).,https://attack.mitre.org/software/S0279,17 October 2018,22 January 2021,1.2,,macOS,,malware,",,(Citation: objsee mac malware 2017)"
S0238,Proxysvc,[Proxysvc](https://attack.mitre.org/software/S0238) is a malicious DLL used by [Lazarus Group](https://attack.mitre.org/groups/G0032) in a campaign known as Operation GhostSecret. It has appeared to be operating undetected since 2017 and was mostly observed in higher education organizations. The goal of [Proxysvc](https://attack.mitre.org/software/S0238) is to deliver additional payloads to the target and to maintain control for the attacker. It is in the form of a DLL that can also be executed as a standalone process. (Citation: McAfee GhostSecret),https://attack.mitre.org/software/S0238,17 October 2018,30 March 2020,1.2,Edward Millington,Windows,,malware,"(Citation: McAfee GhostSecret),,(Citation: McAfee GhostSecret)"
S0029,PsExec,[PsExec](https://attack.mitre.org/software/S0029) is a free Microsoft tool that can be used to execute a program on another computer. It is used by IT administrators and attackers. (Citation: Russinovich Sysinternals) (Citation: SANS PsExec),https://attack.mitre.org/software/S0029,31 May 2017,28 September 2022,1.3,Janantha Marasinghe,Windows,,tool,"(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: Securelist DarkVishnya Dec 2018),(Citation: Microsoft GALLIUM December 2019),(Citation: Mandiant FIN5 GrrCON Oct 2016),(Citation: FireEye FIN6 Apr 2019),(Citation: Mandiant APT1),(Citation: Group IB Cobalt Aug 2017),(Citation: Symantec Thrip June 2018),(Citation: FireEye APT39 Jan 2019),(Citation: Dragos Xenotime 2018),(Citation: FireEye APT34 Webinar Dec 2017),(Citation: BitDefender Chafer May 2020),(Citation: Dell TG-1314),(Citation: FireEye KEGTAP SINGLEMALT October 2020),(Citation: Symantec Palmerworm Sep 2020),(Citation: PTSecurity Cobalt Group Aug 2017),(Citation: Cybereason Soft Cell June 2019),(Citation: CISA AA20-259A Iran-Based Actor September 2020),(Citation: Symantec Waterbug Jun 2019),(Citation: Symantec Dragonfly Sept 2017),(Citation: FireEye APT35 2018),(Citation: Secureworks IRON LIBERTY July 2019),(Citation: Volexity Exchange Marauder March 2021),(Citation: FireEye APT10 April 2017),(Citation: Gigamon Berserk Bear October 2021),(Citation: ESET Dukes October 2019),(Citation: Dragos Crashoverride 2018),(Citation: FireEye TRITON 2019),(Citation: CrowdStrike Grim Spider May 2019),(Citation: NCC Group Chimera January 2021),(Citation: FireEye FIN6 April 2016),(Citation: Symantec WastedLocker June 2020),(Citation: Symantec Chafer February 2018),(Citation: US-CERT TA18-074A),(Citation: Symantec Leafminer July 2018),(Citation: Netscout Stolen Pencil Dec 2018),(Citation: Checkpoint MosesStaff Nov 2021),(Citation: Baumgartner Naikon 2015),(Citation: F-Secure The Dukes),(Citation: Check Point Pay2Key November 2020),(Citation: Cylance Cleaver),(Citation: Kaspersky Carbanak),(Citation: BlackBerry CostaRicto November 2020),(Citation: FoxIT Wocao December 2019),(Citation: McAfee Night Dragon),(Citation: NCC Group Fivehands June 2021),(Citation: Russinovich Sysinternals),(Citation: PsExec Russinovich)"
S0078,Psylo,[Psylo](https://attack.mitre.org/software/S0078) is a shellcode-based Trojan that has been used by [Scarlet Mimic](https://attack.mitre.org/groups/G0029). It has similar characteristics as [FakeM](https://attack.mitre.org/software/S0076). (Citation: Scarlet Mimic Jan 2016),https://attack.mitre.org/software/S0078,31 May 2017,30 March 2020,1.1,,Windows,,malware,"(Citation: Scarlet Mimic Jan 2016),,(Citation: Scarlet Mimic Jan 2016)"
S0147,Pteranodon,[Pteranodon](https://attack.mitre.org/software/S0147) is a custom backdoor used by [Gamaredon Group](https://attack.mitre.org/groups/G0047). (Citation: Palo Alto Gamaredon Feb 2017),https://attack.mitre.org/software/S0147,31 May 2017,23 August 2022,2.1,,Windows,Pterodo,malware,"(Citation: Unit 42 Gamaredon February 2022),(Citation: Secureworks IRON TILDEN Profile),(Citation: Palo Alto Gamaredon Feb 2017),(Citation: Symantec Shuckworm January 2022),(Citation: Microsoft Actinium February 2022),,(Citation: Palo Alto Gamaredon Feb 2017),(Citation: Microsoft Actinium February 2022),(Citation: Unit 42 Gamaredon February 2022),(Citation: Symantec Shuckworm January 2022)"
S0192,Pupy,"[Pupy](https://attack.mitre.org/software/S0192) is an open source, cross-platform (Windows, Linux, OSX, Android) remote administration and post-exploitation tool. (Citation: GitHub Pupy) It is written in Python and can be generated as a payload in several different ways (Windows exe, Python file, PowerShell oneliner/file, Linux elf, APK, Rubber Ducky, etc.). (Citation: GitHub Pupy) [Pupy](https://attack.mitre.org/software/S0192) is publicly available on GitHub. (Citation: GitHub Pupy)",https://attack.mitre.org/software/S0192,18 April 2018,13 May 2020,1.2,,"Android, Linux, Windows, macOS",,tool,"(Citation: FireEye APT35 2018),(Citation: FireEye APT33 Guardrail),(Citation: Unit 42 Magic Hound Feb 2017),(Citation: Secureworks Cobalt Gypsy Feb 2017),,(Citation: GitHub Pupy)"
