ID,name,description,url,created,last modified,version,contributors,associated groups,associated groups citations,relationship citations
G0100,Inception,"[Inception](https://attack.mitre.org/groups/G0100) is a cyber espionage group active since at least 2014. The group has targeted multiple industries and governmental entities primarily in Russia, but has also been active in the United States and throughout Europe, Asia, Africa, and the Middle East.(Citation: Unit 42 Inception November 2018)(Citation: Symantec Inception Framework March 2018)(Citation: Kaspersky Cloud Atlas December 2014)",https://attack.mitre.org/groups/G0100,08 May 2020,12 October 2021,1.1,"Oleg Skulkin, Group-IB","Cloud Atlas, Inception Framework","(Citation: Kaspersky Cloud Atlas December 2014), (Citation: Symantec Inception Framework March 2018)","(Citation: Kaspersky Cloud Atlas August 2019),(Citation: Unit 42 Inception November 2018),(Citation: Symantec Inception Framework March 2018),(Citation: Kaspersky Cloud Atlas August 2019),(Citation: Kaspersky Cloud Atlas December 2014),(Citation: Unit 42 Inception November 2018),"
G0136,IndigoZebra,[IndigoZebra](https://attack.mitre.org/groups/G0136) is a suspected Chinese cyber espionage group that has been targeting Central Asian governments since at least 2014.(Citation: HackerNews IndigoZebra July 2021)(Citation: Checkpoint IndigoZebra July 2021)(Citation: Securelist APT Trends Q2 2017),https://attack.mitre.org/groups/G0136,24 September 2021,16 October 2021,1.0,"Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India; Yoshihiro Kori, NEC Corporation",,,"(Citation: Checkpoint IndigoZebra July 2021),(Citation: Securelist APT Trends Q2 2017),(Citation: Checkpoint IndigoZebra July 2021),(Citation: HackerNews IndigoZebra July 2021),(Citation: Securelist APT Trends Q2 2017),"
G0119,Indrik Spider,"[Indrik Spider](https://attack.mitre.org/groups/G0119) is a Russia-based cybercriminal group that has been active since at least 2014. [Indrik Spider](https://attack.mitre.org/groups/G0119) initially started with the [Dridex](https://attack.mitre.org/software/S0384) banking Trojan, and then by 2017 they began running ransomware operations using [BitPaymer](https://attack.mitre.org/software/S0570), [WastedLocker](https://attack.mitre.org/software/S0612), and Hades ransomware.(Citation: Crowdstrike Indrik November 2018)(Citation: Crowdstrike EvilCorp March 2021)(Citation: Treasury EvilCorp Dec 2019)",https://attack.mitre.org/groups/G0119,06 January 2021,15 September 2022,2.1,,Evil Corp,(Citation: Crowdstrike EvilCorp March 2021)(Citation: Treasury EvilCorp Dec 2019),"(Citation: NCC Group WastedLocker June 2020),(Citation: Symantec WastedLocker June 2020),(Citation: Crowdstrike Indrik November 2018),(Citation: Treasury EvilCorp Dec 2019),(Citation: Crowdstrike EvilCorp March 2021),(Citation: Crowdstrike Indrik November 2018),(Citation: Symantec WastedLocker June 2020),"
G0004,Ke3chang,"[Ke3chang](https://attack.mitre.org/groups/G0004) is a threat group attributed to actors operating out of China. [Ke3chang](https://attack.mitre.org/groups/G0004) has targeted oil, government, diplomatic, military, and NGOs in Central and South America, the Caribbean, Europe, and North America since at least 2010.(Citation: Mandiant Operation Ke3chang November 2014)(Citation: NCC Group APT15 Alive and Strong)(Citation: APT15 Intezer June 2018)(Citation: Microsoft NICKEL December 2021)",https://attack.mitre.org/groups/G0004,31 May 2017,22 July 2022,2.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India","APT15, GREF, Mirage, NICKEL, Playful Dragon, RoyalAPT, Vixen Panda","(Citation: NCC Group APT15 Alive and Strong), (Citation: NCC Group APT15 Alive and Strong), (Citation: NCC Group APT15 Alive and Strong), (Citation: Microsoft NICKEL December 2021), (Citation: NCC Group APT15 Alive and Strong)(Citation: APT15 Intezer June 2018), (Citation: APT15 Intezer June 2018), (Citation: NCC Group APT15 Alive and Strong)(Citation: APT15 Intezer June 2018)","(Citation: NCC Group APT15 Alive and Strong),(Citation: APT15 Intezer June 2018),(Citation: Microsoft NICKEL December 2021),(Citation: ESET Okrum July 2019),(Citation: Mandiant Operation Ke3chang November 2014),(Citation: Microsoft NICKEL December 2021),(Citation: Mandiant Operation Ke3chang November 2014),(Citation: NCC Group APT15 Alive and Strong),"
G0094,Kimsuky,"[Kimsuky](https://attack.mitre.org/groups/G0094) is a North Korea-based cyber espionage group that has been active since at least 2012. The group initially focused on targeting South Korean government entities, think tanks, and individuals identified as experts in various fields, and expanded its operations to include the United States, Russia, Europe, and the UN. [Kimsuky](https://attack.mitre.org/groups/G0094) has focused its intelligence collection activities on foreign policy and national security issues related to the Korean peninsula, nuclear policy, and sanctions.(Citation: EST Kimsuky April 2019)(Citation: BRI Kimsuky April 2019)(Citation: Cybereason Kimsuky November 2020)(Citation: Malwarebytes Kimsuky June 2021)(Citation: CISA AA20-301A Kimsuky)

[Kimsuky](https://attack.mitre.org/groups/G0094) was assessed to be responsible for the 2014 Korea Hydro & Nuclear Power Co. compromise; other notable campaigns include Operation STOLEN PENCIL (2018), Operation Kabar Cobra (2019), and Operation Smoke Screen (2019).(Citation: Netscout Stolen Pencil Dec 2018)(Citation: EST Kimsuky SmokeScreen April 2019)(Citation: AhnLab Kimsuky Kabar Cobra Feb 2019)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups.",https://attack.mitre.org/groups/G0094,26 August 2019,24 May 2022,3.1,"Dongwook Kim, KISA; Taewoo Lee, KISA","Black Banshee, STOLEN PENCIL, Thallium, Velvet Chollima","(Citation: Cybereason Kimsuky November 2020)(Citation: Malwarebytes Kimsuky June 2021), (Citation: Netscout Stolen Pencil Dec 2018), (Citation: Cybereason Kimsuky November 2020)(Citation: Malwarebytes Kimsuky June 2021), (Citation: Zdnet Kimsuky Dec 2018)(Citation: ThreatConnect Kimsuky September 2020)(Citation: Malwarebytes Kimsuky June 2021)","(Citation: KISA Operation Muzabi),(Citation: Malwarebytes Kimsuky June 2021),(Citation: CISA AA20-301A Kimsuky),(Citation: Netscout Stolen Pencil Dec 2018),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: Talos Kimsuky Nov 2021),(Citation: Cybereason Kimsuky November 2020),(Citation: KISA Operation Muzabi),(Citation: ThreatConnect Kimsuky September 2020),(Citation: Zdnet Kimsuky Group September 2020),(Citation: Malwarebytes Kimsuky June 2021),(Citation: CISA AA20-301A Kimsuky),(Citation: Securelist Kimsuky Sept 2013),(Citation: Netscout Stolen Pencil Dec 2018),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: Zdnet Kimsuky Dec 2018),(Citation: Talos Kimsuky Nov 2021),(Citation: VirusBulletin Kimsuky October 2019),(Citation: Cybereason Kimsuky November 2020),(Citation: EST Kimsuky April 2019),"
G1004,LAPSUS$,"[LAPSUS$](https://attack.mitre.org/groups/G1004) is cyber criminal threat group that has been active since at least mid-2021. [LAPSUS$](https://attack.mitre.org/groups/G1004) specializes in large-scale social engineering and extortion operations, including destructive attacks without the use of ransomware. The group has targeted organizations globally, including in the government, manufacturing, higher education, energy, healthcare, technology, telecommunications, and media sectors.(Citation: BBC LAPSUS Apr 2022)(Citation: MSTIC DEV-0537 Mar 2022)(Citation: UNIT 42 LAPSUS Mar 2022)",https://attack.mitre.org/groups/G1004,09 June 2022,12 October 2022,1.0,"David Hughes, BT Security; Flavio Costa, Cisco; Matt Brenton, Zurich Insurance Group",DEV-0537,(Citation: MSTIC DEV-0537 Mar 2022),"(Citation: MSTIC DEV-0537 Mar 2022),(Citation: MSTIC DEV-0537 Mar 2022),"
G0032,Lazarus Group,"[Lazarus Group](https://attack.mitre.org/groups/G0032) is a North Korean state-sponsored cyber threat group that has been attributed to the Reconnaissance General Bureau.(Citation: US-CERT HIDDEN COBRA June 2017)(Citation: Treasury North Korean Cyber Groups September 2019) The group has been active since at least 2009 and was reportedly responsible for the November 2014 destructive wiper attack against Sony Pictures Entertainment as part of a campaign named Operation Blockbuster by Novetta. Malware used by [Lazarus Group](https://attack.mitre.org/groups/G0032) correlates to other reported campaigns, including Operation Flame, Operation 1Mission, Operation Troy, DarkSeoul, and Ten Days of Rain. (Citation: Novetta Blockbuster)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups, such as [Andariel](https://attack.mitre.org/groups/G0138), [APT37](https://attack.mitre.org/groups/G0067), [APT38](https://attack.mitre.org/groups/G0082), and [Kimsuky](https://attack.mitre.org/groups/G0094).   ",https://attack.mitre.org/groups/G0032,31 May 2017,23 August 2022,3.1,"Dragos  Threat  Intelligence; Kyaw Pyiyt Htet, @KyawPyiytHtet","Guardians of Peace, HIDDEN COBRA, Labyrinth Chollima, NICKEL ACADEMY, ZINC","(Citation: US-CERT HIDDEN COBRA June 2017), The U.S. Government refers to malicious cyber activity by the North Korean government as HIDDEN COBRA.(Citation: US-CERT HIDDEN COBRA June 2017)(Citation: US-CERT HOPLIGHT Apr 2019), (Citation: CrowdStrike Labyrinth Chollima Feb 2022), (Citation: Secureworks NICKEL ACADEMY Dec 2017), (Citation: Microsoft ZINC disruption Dec 2017)","(Citation: US-CERT TYPEFRAME June 2018),(Citation: US-CERT BADCALL),(Citation: US-CERT HARDRAIN March 2018),(Citation: McAfee Bankshot),(Citation: Lazarus RATANKBA),(Citation: CISA EB Aug 2020),(Citation: Kaspersky ThreatNeedle Feb 2021),(Citation: FireEye WannaCry 2017),(Citation: McAfee Lazarus Nov 2020),(Citation: US-CERT KEYMARBLE Aug 2018),(Citation: SecureWorks WannaCry Analysis),(Citation: Kaspersky Dtrack),(Citation: CISA AppleJeus Feb 2021),(Citation: US-CERT Volgmer Nov 2017),(Citation: Novetta Blockbuster Loaders),(Citation: ClearSky Lazarus Aug 2020),(Citation: FireEye APT38 Oct 2018),(Citation: Novetta Blockbuster),(Citation: US-CERT FALLCHILL Nov 2017),(Citation: McAfee GhostSecret),(Citation: LogRhythm WannaCry),(Citation: CISA MAR-10288834-2.v1  TAINTEDSCRIBE MAY 2020),(Citation: US-CERT HOPLIGHT Apr 2019),(Citation: US-CERT HOTCROISSANT February 2020),(Citation: TrendMicro Lazarus Nov 2018),(Citation: SentinelOne Lazarus macOS July 2020),(Citation: US-CERT BLINDINGCAN Aug 2020),(Citation: TrendMicro macOS Dacls May 2020),(Citation: Novetta Blockbuster Destructive Malware),(Citation: Novetta Blockbuster Tools),(Citation: McAfee Bankshot),(Citation: Lazarus APT January 2022),(Citation: Qualys LolZarus),(Citation: Kaspersky ThreatNeedle Feb 2021),(Citation: Novetta Blockbuster RATs),(Citation: RATANKBA),(Citation: Google TAG Lazarus Jan 2021),(Citation: McAfee Lazarus Nov 2020),(Citation: ESET Lazarus Jun 2020),(Citation: CISA AppleJeus Feb 2021),(Citation: Novetta Blockbuster Loaders),(Citation: ClearSky Lazarus Aug 2020),(Citation: US-CERT SHARPKNOT June 2018),(Citation: ESET Twitter Ida Pro Nov 2021),(Citation: Novetta Blockbuster),(Citation: US-CERT FALLCHILL Nov 2017),(Citation: McAfee GhostSecret),(Citation: McAfee Lazarus Resurfaces Feb 2018),(Citation: CISA MAR-10288834-2.v1  TAINTEDSCRIBE MAY 2020),(Citation: SentinelOne Lazarus macOS July 2020),(Citation: Novetta Blockbuster Destructive Malware),(Citation: TrendMicro macOS Dacls May 2020),(Citation: McAfee Lazarus Jul 2020),"
G0140,LazyScripter,"[LazyScripter](https://attack.mitre.org/groups/G0140) is threat group that has mainly targeted the airlines industry since at least 2018, primarily using open-source toolsets.(Citation: MalwareBytes LazyScripter Feb 2021)",https://attack.mitre.org/groups/G0140,24 November 2021,15 April 2022,1.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India",,,"(Citation: MalwareBytes LazyScripter Feb 2021),(Citation: MalwareBytes LazyScripter Feb 2021),"
G0077,Leafminer,[Leafminer](https://attack.mitre.org/groups/G0077) is an Iranian threat group that has targeted government organizations and business entities in the Middle East since at least early 2017. (Citation: Symantec Leafminer July 2018),https://attack.mitre.org/groups/G0077,17 October 2018,12 October 2021,2.3,,Raspite,(Citation: Dragos Raspite Aug 2018),"(Citation: Symantec Leafminer July 2018),(Citation: Symantec Leafminer July 2018),"
G0065,Leviathan,"[Leviathan](https://attack.mitre.org/groups/G0065) is a Chinese state-sponsored cyber espionage group that has been attributed to the Ministry of State Security's (MSS) Hainan State Security Department and an affiliated front company.(Citation: CISA AA21-200A APT40 July 2021) Active since at least 2009, [Leviathan](https://attack.mitre.org/groups/G0065) has targeted the following sectors: academia, aerospace/aviation, biomedical, defense industrial base, government, healthcare, manufacturing, maritime, and transportation across the US, Canada, Europe, the Middle East, and Southeast Asia.(Citation: CISA AA21-200A APT40 July 2021)(Citation: Proofpoint Leviathan Oct 2017)(Citation: FireEye Periscope March 2018)",https://attack.mitre.org/groups/G0065,18 April 2018,15 April 2022,3.0,"Valerii Marchuk, Cybersecurity Help s.r.o.","APT40, BRONZE MOHAWK, Gadolinium, Kryptonite Panda, MUDCARP, TEMP.Jumper, TEMP.Periscope","FireEye reporting on TEMP.Periscope (which was combined into APT40) indicated TEMP.Periscope was reported upon as Leviathan.(Citation: CISA AA21-200A APT40 July 2021)(Citation: Proofpoint Leviathan Oct 2017)(Citation: FireEye Periscope March 2018)(Citation: FireEye APT40 March 2019), (Citation: CISA AA21-200A APT40 July 2021)(Citation: SecureWorks BRONZE MOHAWK n.d.), (Citation: CISA AA21-200A APT40 July 2021)(Citation: MSTIC GADOLINIUM September 2020), (Citation: CISA AA21-200A APT40 July 2021)(Citation: Crowdstrike KRYPTONITE PANDA August 2018), (Citation: CISA AA21-200A APT40 July 2021)(Citation: Accenture MUDCARP March 2019), [Leviathan](https://attack.mitre.org/groups/G0065) was previously reported upon by FireEye as TEMP.Periscope and TEMP.Jumper.(Citation: CISA AA21-200A APT40 July 2021)(Citation: FireEye APT40 March 2019), [Leviathan](https://attack.mitre.org/groups/G0065) was previously reported upon by FireEye as TEMP.Periscope and TEMP.Jumper.(Citation: CISA AA21-200A APT40 July 2021)(Citation: FireEye Periscope March 2018)(Citation: FireEye APT40 March 2019)","(Citation: FireEye APT40 March 2019),(Citation: Accenture MUDCARP March 2019),(Citation: CISA AA21-200A APT40 July 2021),(Citation: FireEye Periscope March 2018),(Citation: Proofpoint Leviathan Oct 2017),(Citation: FireEye APT40 March 2019),(Citation: Accenture MUDCARP March 2019),(Citation: CISA AA21-200A APT40 July 2021),(Citation: FireEye Periscope March 2018),(Citation: Proofpoint Leviathan Oct 2017),"
G0030,Lotus Blossom,[Lotus Blossom](https://attack.mitre.org/groups/G0030) is a threat group that has targeted government and military organizations in Southeast Asia. (Citation: Lotus Blossom Jun 2015),https://attack.mitre.org/groups/G0030,31 May 2017,25 March 2019,2.0,,"DRAGONFISH, Spring Dragon","(Citation: Accenture Dragonfish Jan 2018), (Citation: Spring Dragon Jun 2015)(Citation: Accenture Dragonfish Jan 2018)","(Citation: Accenture Dragonfish Jan 2018),(Citation: Spring Dragon Jun 2015),(Citation: Lotus Blossom Dec 2015),(Citation: Emissary Trojan Feb 2016),,"
G0095,Machete,"[Machete](https://attack.mitre.org/groups/G0095) is a suspected Spanish-speaking cyber espionage group that has been active since at least 2010. It has primarily focused its operations within Latin America, with a particular emphasis on Venezuela, but also in the US, Europe, Russia, and parts of Asia. [Machete](https://attack.mitre.org/groups/G0095) generally targets high-profile organizations such as government institutions, intelligence services, and military units, as well as telecommunications and power companies.(Citation: Cylance Machete Mar 2017)(Citation: Securelist Machete Aug 2014)(Citation: ESET Machete July 2019)(Citation: 360 Machete Sep 2020)",https://attack.mitre.org/groups/G0095,13 September 2019,06 October 2021,2.0,"Matias Nicolas Porolli, ESET","APT-C-43, El Machete","(Citation: 360 Machete Sep 2020), (Citation: Cylance Machete Mar 2017)","(Citation: Securelist Machete Aug 2014),(Citation: ESET Machete July 2019),(Citation: Securelist Machete Aug 2014),(Citation: 360 Machete Sep 2020),(Citation: ESET Machete July 2019),(Citation: Cylance Machete Mar 2017),"
G0059,Magic Hound,"[Magic Hound](https://attack.mitre.org/groups/G0059) is an Iranian-sponsored threat group that conducts long term, resource-intensive cyber espionage operations, likely on behalf of the Islamic Revolutionary Guard Corps. They have targeted European, U.S., and Middle Eastern government and military personnel, academics, journalists, and organizations such as the World Health Organization (WHO), via complex social engineering campaigns since at least 2014.(Citation: FireEye APT35 2018)(Citation: ClearSky Kittens Back 3 August 2020)(Citation: Certfa Charming Kitten January 2021)(Citation: Secureworks COBALT ILLUSION Threat Profile)(Citation: Proofpoint TA453 July2021)",https://attack.mitre.org/groups/G0059,16 January 2018,03 June 2022,5.0,"Anastasios Pingios; Bryan Lee; Daniyal Naeem, BT Security","APT35, COBALT ILLUSION, Charming Kitten, ITG18, Newscaster, Phosphorus, TA453","(Citation: FireEye APT35 2018)(Citation: Certfa Charming Kitten January 2021)(Citation: Check Point APT35 CharmPower January 2022), (Citation: Secureworks COBALT ILLUSION Threat Profile), (Citation: ClearSky Charming Kitten Dec 2017)(Citation: Eweek Newscaster and Charming Kitten May 2014)(Citation: ClearSky Kittens Back 2 Oct 2019)(Citation: ClearSky Kittens Back 3 August 2020)(Citation: Proofpoint TA453 March 2021)(Citation: Check Point APT35 CharmPower January 2022), (Citation: IBM ITG18 2020), Link analysis of infrastructure and tools revealed a potential relationship between Magic Hound and the older attack campaign called Newscaster (aka Newscasters).(Citation: Unit 42 Magic Hound Feb 2017)(Citation: FireEye APT35 2018), (Citation: Microsoft Phosphorus Mar 2019)(Citation: Microsoft Phosphorus Oct 2020)(Citation: US District Court of DC Phosphorus Complaint 2019)(Citation: Certfa Charming Kitten January 2021)(Citation: Proofpoint TA453 March 2021)(Citation: Check Point APT35 CharmPower January 2022), (Citation: Proofpoint TA453 March 2021)(Citation: Proofpoint TA453 July2021)(Citation: Check Point APT35 CharmPower January 2022)","(Citation: Unit 42 Magic Hound Feb 2017),(Citation: Secureworks Cobalt Gypsy Feb 2017),(Citation: ClearSky Charming Kitten Dec 2017),(Citation: FireEye APT35 2018),(Citation: DFIR Report APT35 ProxyShell March 2022),(Citation: Check Point APT35 CharmPower January 2022),(Citation: Cybereason PowerLess February 2022),(Citation: SecureWorks Mia Ash July 2017),(Citation: Secureworks Cobalt Gypsy Feb 2017),(Citation: Check Point Rocket Kitten),(Citation: IBM ITG18 2020),(Citation: Certfa Charming Kitten January 2021),(Citation: FireEye APT35 2018),(Citation: Proofpoint TA453 March 2021),(Citation: DFIR Report APT35 ProxyShell March 2022),(Citation: Cybereason PowerLess February 2022),(Citation: Proofpoint TA453 July2021),(Citation: ClearSky Kittens Back 3 August 2020),(Citation: Microsoft Phosphorus Mar 2019),(Citation: Check Point APT35 CharmPower January 2022),(Citation: Unit 42 Magic Hound Feb 2017),"
G0002,Moafee,"[Moafee](https://attack.mitre.org/groups/G0002) is a threat group that appears to operate from the Guandong Province of China. Due to overlapping TTPs, including similar custom tools, Moafee is thought to have a direct or indirect relationship with the threat group [DragonOK](https://attack.mitre.org/groups/G0017). (Citation: Haq 2014)",https://attack.mitre.org/groups/G0002,31 May 2017,30 March 2020,1.1,,,,"(Citation: Haq 2014),(Citation: Haq 2014),"
G0103,Mofang,"[Mofang](https://attack.mitre.org/groups/G0103) is a likely China-based cyber espionage group, named for its frequent practice of imitating a victim's infrastructure. This adversary has been observed since at least May 2012 conducting focused attacks against government and critical infrastructure in Myanmar, as well as several other countries and sectors including military, automobile, and weapons industries.(Citation: FOX-IT May 2016 Mofang)",https://attack.mitre.org/groups/G0103,12 May 2020,29 May 2020,1.0,,,,",(Citation: FOX-IT May 2016 Mofang),"
G0021,Molerats,"[Molerats](https://attack.mitre.org/groups/G0021) is an Arabic-speaking, politically-motivated threat group that has been operating since 2012. The group's victims have primarily been in the Middle East, Europe, and the United States.(Citation: DustySky)(Citation: DustySky2)(Citation: Kaspersky MoleRATs April 2019)(Citation: Cybereason Molerats Dec 2020)",https://attack.mitre.org/groups/G0021,31 May 2017,27 April 2021,2.0,,"Gaza Cybergang, Operation Molerats","(Citation: DustySky)(Citation: Kaspersky MoleRATs April 2019)(Citation: Cybereason Molerats Dec 2020), (Citation: FireEye Operation Molerats)(Citation: Cybereason Molerats Dec 2020)","(Citation: DustySky2),(Citation: Kaspersky MoleRATs April 2019),(Citation: DustySky),(Citation: Cybereason Molerats Dec 2020),(Citation: Unit42 Molerat Mar 2020),(Citation: FireEye Operation Molerats),(Citation: Kaspersky MoleRATs April 2019),(Citation: DustySky),(Citation: Cybereason Molerats Dec 2020),(Citation: Unit42 Molerat Mar 2020),(Citation: FireEye Operation Molerats),"
G1009,Moses Staff,"[Moses Staff](https://attack.mitre.org/groups/G1009) is a suspected Iranian threat group that has primarily targeted Israeli companies since at least September 2021. [Moses Staff](https://attack.mitre.org/groups/G1009) openly stated their motivation in attacking Israeli companies is to cause damage by leaking stolen sensitive data and encrypting the victim's networks without a ransom demand.(Citation: Checkpoint MosesStaff Nov 2021) 

Security researchers assess [Moses Staff](https://attack.mitre.org/groups/G1009) is politically motivated, and has targeted government, finance, travel, energy, manufacturing, and utility companies outside of Israel as well, including those in Italy, India, Germany, Chile, Turkey, the UAE, and the US.(Citation: Cybereason StrifeWater Feb 2022)",https://attack.mitre.org/groups/G1009,11 August 2022,18 October 2022,1.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan , NEC Corporation India; Pooja Natarajan, NEC Corporation India",,,"(Citation: Checkpoint MosesStaff Nov 2021),(Citation: Cybereason StrifeWater Feb 2022),(Citation: Checkpoint MosesStaff Nov 2021),"
G0069,MuddyWater,"[MuddyWater](https://attack.mitre.org/groups/G0069) is a cyber espionage group assessed to be a subordinate element within Iran's Ministry of Intelligence and Security (MOIS).(Citation: CYBERCOM Iranian Intel Cyber January 2022) Since at least 2017, [MuddyWater](https://attack.mitre.org/groups/G0069) has targeted a range of government and private organizations across sectors, including telecommunications, local government, defense, and oil and natural gas organizations, in the Middle East, Asia, Africa, Europe, and North America.(Citation: Unit 42 MuddyWater Nov 2017)(Citation: Symantec MuddyWater Dec 2018)(Citation: ClearSky MuddyWater Nov 2018)(Citation: ClearSky MuddyWater June 2019)(Citation: Reaqta MuddyWater November 2017)(Citation: DHS CISA AA22-055A MuddyWater February 2022)(Citation: Talos MuddyWater Jan 2022)",https://attack.mitre.org/groups/G0069,18 April 2018,17 October 2022,4.0,"Daniyal Naeem, BT Security; Ozer Sarilar, @ozersarilar, STM","Earth Vetala, MERCURY, Seedworm, Static Kitten, TEMP.Zagros","(Citation: Trend Micro Muddy Water March 2021), (Citation: Anomali Static Kitten February 2021), (Citation: Symantec MuddyWater Dec 2018)(Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021), (Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021), (Citation: FireEye MuddyWater Mar 2018)(Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021)","(Citation: Reaqta MuddyWater November 2017),(Citation: ClearSky MuddyWater Nov 2018),(Citation: Anomali Static Kitten February 2021),(Citation: ClearSky MuddyWater June 2019),(Citation: DHS CISA AA22-055A MuddyWater February 2022),(Citation: NCSC GCHQ Small Sieve Jan 2022),(Citation: TrendMicro POWERSTATS V3 June 2019),(Citation: Trend Micro Muddy Water March 2021),(Citation: Symantec MuddyWater Dec 2018),(Citation: Unit 42 MuddyWater Nov 2017),(Citation: FireEye MuddyWater Mar 2018),(Citation: Securelist MuddyWater Oct 2018),(Citation: Reaqta MuddyWater November 2017),(Citation: ClearSky MuddyWater Nov 2018),(Citation: Talos MuddyWater May 2019),(Citation: Anomali Static Kitten February 2021),(Citation: GitHub Invoke-Obfuscation),(Citation: ClearSky MuddyWater June 2019),(Citation: Talos MuddyWater Jan 2022),(Citation: MuddyWater TrendMicro June 2018),(Citation: DHS CISA AA22-055A MuddyWater February 2022),(Citation: Trend Micro Muddy Water March 2021),(Citation: Symantec MuddyWater Dec 2018),(Citation: Unit 42 MuddyWater Nov 2017),(Citation: FireEye MuddyWater Mar 2018),"
G0129,Mustang Panda,"[Mustang Panda](https://attack.mitre.org/groups/G0129) is a China-based cyber espionage threat actor that was first observed in 2017 but may have been conducting operations since at least 2014. [Mustang Panda](https://attack.mitre.org/groups/G0129) has targeted government entities, nonprofits, religious, and other non-governmental organizations in the U.S., Europe, Mongolia, Myanmar, Pakistan, and Vietnam, among others.(Citation: Crowdstrike MUSTANG PANDA June 2018)(Citation: Anomali MUSTANG PANDA October 2019)(Citation: Secureworks BRONZE PRESIDENT December 2019) ",https://attack.mitre.org/groups/G0129,12 April 2021,11 April 2022,2.0,"Kyaw Pyiyt Htet, @KyawPyiytHtet","BRONZE PRESIDENT, RedDelta, TA416","(Citation: Secureworks BRONZE PRESIDENT December 2019), (Citation: Recorded Future REDDELTA July 2020)(Citation: Proofpoint TA416 Europe March 2022), (Citation: Proofpoint TA416 November 2020)","(Citation: Crowdstrike MUSTANG PANDA June 2018),(Citation: Anomali MUSTANG PANDA October 2019),(Citation: Recorded Future REDDELTA July 2020),(Citation: Avira Mustang Panda January 2020),(Citation: Secureworks BRONZE PRESIDENT December 2019),(Citation: Proofpoint TA416 Europe March 2022),(Citation: McAfee Dianxun March 2021),(Citation: Crowdstrike MUSTANG PANDA June 2018),(Citation: Anomali MUSTANG PANDA October 2019),(Citation: Recorded Future REDDELTA July 2020),(Citation: Google TAG Ukraine Threat Landscape March 2022),(Citation: Avira Mustang Panda January 2020),(Citation: Proofpoint TA416 November 2020),(Citation: Secureworks BRONZE PRESIDENT December 2019),(Citation: Proofpoint TA416 Europe March 2022),(Citation: McAfee Dianxun March 2021),"
G0055,NEODYMIUM,"[NEODYMIUM](https://attack.mitre.org/groups/G0055) is an activity group that conducted a campaign in May 2016 and has heavily targeted Turkish victims. The group has demonstrated similarity to another activity group called [PROMETHIUM](https://attack.mitre.org/groups/G0056) due to overlapping victim and campaign characteristics. (Citation: Microsoft NEODYMIUM Dec 2016) (Citation: Microsoft SIR Vol 21) [NEODYMIUM](https://attack.mitre.org/groups/G0055) is reportedly associated closely with [BlackOasis](https://attack.mitre.org/groups/G0063) operations, but evidence that the group names are aliases has not been identified. (Citation: CyberScoop BlackOasis Oct 2017)",https://attack.mitre.org/groups/G0055,16 January 2018,25 March 2019,1.0,,,,"(Citation: Microsoft NEODYMIUM Dec 2016),(Citation: Microsoft SIR Vol 21),,"
G0019,Naikon,"[Naikon](https://attack.mitre.org/groups/G0019) is assessed to be a state-sponsored cyber espionage group attributed to the Chinese People’s Liberation Army’s (PLA) Chengdu Military Region Second Technical Reconnaissance Bureau (Military Unit Cover Designator 78020).(Citation: CameraShy) Active since at least 2010, [Naikon](https://attack.mitre.org/groups/G0019) has primarily conducted operations against government, military, and civil organizations in Southeast Asia, as well as against international bodies such as the United Nations Development Programme (UNDP) and the Association of Southeast Asian Nations (ASEAN).(Citation: CameraShy)(Citation: Baumgartner Naikon 2015) 

While [Naikon](https://attack.mitre.org/groups/G0019) shares some characteristics with [APT30](https://attack.mitre.org/groups/G0013), the two groups do not appear to be exact matches.(Citation: Baumgartner Golovkin Naikon 2015)",https://attack.mitre.org/groups/G0019,31 May 2017,19 August 2021,2.0,"Kyaw Pyiyt Htet, @KyawPyiytHtet",,,"(Citation: Baumgartner Naikon 2015),(Citation: CheckPoint Naikon May 2020),(Citation: CameraShy),(Citation: Bitdefender Naikon April 2021),(Citation: Baumgartner Naikon 2015),(Citation: CheckPoint Naikon May 2020),(Citation: Bitdefender Naikon April 2021),"
